category,gDork
Files Containing Juicy Info,intitle:index.of /CMS /robots.txt 

Pages Containing Login Portals,site:.bd http intitle: admin 

Files Containing Juicy Info,intitle:"index of" "server.properties" 

Pages Containing Login Portals,intitle:"Admin Login" inurl:"login.aspx" 

Files Containing Juicy Info,intitle:index of cv site:.com 

Files Containing Juicy Info,intext:swagger filetype:log 

Pages Containing Login Portals,intitle:"Student" inurl:"login.aspx" 

Files Containing Juicy Info,intitle:"index of" ".env.example" 

Pages Containing Login Portals,intitle:"Employee Login" & inurl:("login.aspx" | "login.asp") 

Pages Containing Login Portals,intitle:"HRMS" inurl:"login.aspx" 

Files Containing Juicy Info,inurl:"robots" | "robot" intext:"admin" AND "Disallow" ext:txt 

Files Containing Juicy Info,intitle:index.of wp.login 

Pages Containing Login Portals,inurl:"index.php" intitle:"CMS Login" 

Pages Containing Login Portals,intext:Project hosted at: For support, contact: Copyright Openbravo 

Files Containing Juicy Info,intitle:"index of" "mongod*" 

Files Containing Juicy Info,intitle:index.of /Snowflake /robots.txt 

Files Containing Juicy Info,inurl:/wp-content/plugins/simple-forum/admin/ 

Various Online Devices,intitle:"Microseven MCAM IP Camera" 

Pages Containing Login Portals,intitle:"Journal" inurl:"login.aspx" 

Pages Containing Login Portals,inurl:/designs/imm/index.php 

Pages Containing Login Portals,intitle:"TYPO CMS Login" 

Files Containing Passwords,intitle:"index of" "passwrod*" 

Pages Containing Login Portals,site:*/membership-login/ 

Pages Containing Login Portals,intitle:"Sign in [Jenkins]" inurl:"login?from" 

Files Containing Juicy Info,intext:"password" intitle:"index of" 

Files Containing Juicy Info,inurl:"app.yaml" intext:"runtime: " ext:yaml 

Pages Containing Login Portals,inurl:/phpldapadmin/cmd.php 

Pages Containing Login Portals,intitle:"Sophos" inurl:/userportal/webpages/myaccount/login.jsp 

Pages Containing Login Portals,intitle:"CMS" inurl:"login.php" 

Pages Containing Login Portals,intitle:"Dericam" "Remember Me" 

Files Containing Juicy Info,intext:"Powered by YzmCMS" 

Files Containing Juicy Info,# Exploit Title: [SF Dork] 

Files Containing Juicy Info,intext:"docs.google.com/forms/d/" 

Vulnerable Files,intitle:"index of" "/cgi-bin" "admin" 

Files Containing Juicy Info,inurl:sap/public/bc 

Files Containing Juicy Info,intext:api_key filetype:log 

Files Containing Juicy Info,intitle:"index of" "sourcecode" 

Files Containing Juicy Info,allintext:"[Sec. Info]" file.php 

Files Containing Juicy Info,intext:private_key filetype:log 

Files Containing Juicy Info,allintext:"Call to undefined function" 

Files Containing Juicy Info,inurl: /admin/webeditor/admin_login.asp 

Pages Containing Login Portals,inurl:.html.php:intext:"admin"|intext:"user"|intext:"login":site:".in" 

Files Containing Juicy Info,inurl:/wp-content/plugins/wp-e-commerce 

Files Containing Juicy Info,allintitle:Index of /wp-includes/ 

Files Containing Juicy Info,inurl:/wp-content/themes/IncredibleWP 

Files Containing Juicy Info,intext:"Number of Requests for items accessed on this Server" 

Files Containing Juicy Info,inurl:/wp-content/themes/centum 

Files Containing Juicy Info,intitle:"Operations Automation Default Page" 

Files Containing Juicy Info,inurl:/wp-content/themes/avada 

Files Containing Juicy Info,inurl:/wp-content/themes/ultimatum 

Files Containing Juicy Info,inurl:/wp-content/themes/striking_r 

Files Containing Juicy Info,intitle:" index of " "/BigIp" 

Advisories and Vulnerabilities,"PHP Projectworlds ." 

Files Containing Juicy Info,intext:Authorization: Bearer filetype:log 

Various Online Devices,intitle:"IPC CHIP Main Page" "Beck IPC GmbH" 

Pages Containing Login Portals,intitle:"webcam" "login" 

Files Containing Juicy Info,intitle.index of .env 

Files Containing Juicy Info,inurl:"robots" | "robot" intext:"Disallow:" | "Allow:" ext:txt 

Files Containing Juicy Info,inurl:autodiscover/autodiscover.xml 

Footholds,inurl:maps.arcgis.com +"City of" 

Files Containing Juicy Info,intitle:"Index of" "build-an-atom" 

Files Containing Juicy Info,intitle:"index of" "robots.txt" 

Files Containing Juicy Info,intitle:"index of" "development.js" 

Pages Containing Login Portals,site:*/etc/passwd inurl"/etc/passwd" 

Vulnerable Files,Google Dork: intitle:"index of" "/sql" "admin" 

Files Containing Juicy Info,intitle:index.of root user 

Web Server Detection,"NTRIP Caster Table Contents" "This is a SNIP NTRIP Caster" 

Various Online Devices,intitle:"OS-ZuKon" "SSS Siedle" 

Vulnerable Files,inurl:/supportboard 

Vulnerable Files,intitle: Index of /assets/admin/system 

Various Online Devices,intitle:"EnvisionGateway" "scheduler" "control" 

Files Containing Passwords,"index of /" +passwd 

Files Containing Juicy Info,intitle:GoogleService-Info filetype:plist 

Files Containing Juicy Info,intext:"Powered by SmarterTrack" 

Pages Containing Login Portals,intext:"Infinitium Copyrights Reserved" 

Files Containing Juicy Info,inurl:/wp-content/themes/beach_apollo 

Pages Containing Login Portals,intitle:"Welcome" intext:"Login" 

Pages Containing Login Portals,inurl:saml/login 

Pages Containing Login Portals,inurl:"profile/login" 

Pages Containing Login Portals,intitle:administration intext:"portail" "Login" 

Web Server Detection,intitle:"Shoutcast server" inurl:"/index.html" "SHOUTcast Server" 

Pages Containing Login Portals,inurl:login.rsp "User name" 

Files Containing Juicy Info,phpMyAdmin -www filetype:conf site:* 

Files Containing Juicy Info,Google Dork: intitle:index.of ipconfig 

Files Containing Juicy Info,intitle:"index of" "production.py" 

Various Online Devices,intitle:"C-more -- the best HMI presented by AutomationDirect" 

Web Server Detection,intitle:"Welcome to OpenResty!" 

Files Containing Juicy Info,intitle:"index of" "local_settings.py" 

Files Containing Juicy Info,intitle:"index of" "tls-cert.pem" | "tls-csr.pem" | "tls-key.pem" 

Vulnerable Servers,intitle:"TileServer GL - Server for vector and raster maps with GL styles" 

Files Containing Juicy Info,intitle:"index of" "development.py" 

Files Containing Juicy Info,inurl:/admin/radeditorprovider/dialoghandler.aspx "Loading the dialog..." 

Pages Containing Login Portals,intitle:"admin login" site:.gov.in 

Web Server Detection,intitle:"Success!" intext:"Your new web server is ready to use." 

Pages Containing Login Portals,inurl:/admin/AdminLogin.jsp intitle:"CERGY - Administration" 

Error Messages,"Lucee" "Error (expression)" -lucee.org 

Files Containing Juicy Info,inurl:/_vti_bin/Authentication.asmx 

Various Online Devices,inurl:/cgi-bin/login.html "qnap turbo nas" 

Various Online Devices,intitle:"Youless energy monitor" "Model" "Firmware" "www.youless.nl" 

Web Server Detection,intitle:"index of" site:.gov.in 

Pages Containing Login Portals,intitle:"Codian MCU - login" "Copyright TANDBERG" 

Web Server Detection,intitle:"WATASHI SERVICE" 

Sensitive Directories,Google Dork: intitle: "index of" "payment" 

Network or Vulnerability Data,intitle:"NETSurveillance WEB" 

Files Containing Juicy Info,ext:txt intext:Windows PowerShell transcript start 

Pages Containing Login Portals,intitle|inurl::"IoT login" 

Sensitive Online Shopping Info,intext:" Design & Developed by Antique Touch - INDIA" 

Files Containing Juicy Info,intitle:"index of" "database.py" 

Pages Containing Login Portals,inurl: login.http 

Files Containing Passwords,intitle: "Index of ftp passwords" 

Files Containing Juicy Info,intitle: "index of /files clients" 

Pages Containing Login Portals,intitle:"Intelbras" "All Rights Reserved" -.com 

Web Server Detection,"Wowza Streaming Engine  Developer Edition" 

Various Online Devices,intext:"amcrest" "LDAP User" 

Pages Containing Login Portals,companies' service login Login Portal 

Files Containing Juicy Info,site:*/phpmyadmin/server_import.php 

Files Containing Juicy Info,intitle:"index of" "irc.log" | "irc.logs" 

Files Containing Juicy Info,intext:"Welcome to Huawei web page for network configuration." 

Files Containing Usernames,intitle:"index of" "/usernames" 

Files Containing Passwords,Inurl: "login" Intitle:index of username and pass 

Pages Containing Login Portals,allinurl:logon.html CSCOE 

Files Containing Juicy Info,site:*/phpmyadmin/import.php 

Files Containing Juicy Info,intitle:"LiveZilla Server Page" 

Pages Containing Login Portals,intext:Provided by ProjectSend 

Files Containing Juicy Info,intitle: index of /bin/php.ini 

Pages Containing Login Portals,intitle|inurl:"SCADA login" 

Files Containing Juicy Info,intext:"API KEY" site:pastebin.com 

Files Containing Juicy Info,intitle:"index of" "/webpack-dev-server/ssl/" 

Files Containing Juicy Info,intitle:"index of" "/wp-content/uploads/" 

Web Server Detection,intitle:"index of" AND inurl:magento AND inurl:/dev 

Web Server Detection,intitle:"index of" "/homedir/etc/" 

Files Containing Juicy Info,intitle:"Index of" service.pwd 

Files Containing Juicy Info,inurl:gov filetype:xls intext:password 

Files Containing Passwords,inurl:wp-config.php.save 

Sensitive Directories,intitle:"index of" "private/log" 

Pages Containing Login Portals,site:*/admin.php inurl:admin 

Vulnerable Servers,intitle:"index of" "/views/auth/passwords" 

Network or Vulnerability Data,intitle:"jaeger UI" inurl:trace 

Advisories and Vulnerabilities,inurl:quicklinks.aspx 

Web Server Detection,intitle:"Domain Default page" "Parallels IP Holdings GmbH" 

Pages Containing Login Portals,Google Dork: inurl:"admin/login" site:".gov.in" 

Files Containing Juicy Info,intext:"private_key=" site:pastebin.com 

Various Online Devices,intext:"amcrest" "Invalid login credentials" 

Various Online Devices,intitle:"Pyramid Debug Toolbar" inurl:_debug_toolbar 

Various Online Devices,intitle:"CirCarLife Scada" inurl:/html/index.html 

Various Online Devices,intitle:"Codian MCU" "MCU" "Home Streaming Conferences" 

Files Containing Passwords,"enable secret " ext:txt | ext:cfg 

Web Server Detection,intitle:"nPerfServer" 

Files Containing Juicy Info,intext:"SECRET_KEY=" site:pastebin.com 

Various Online Devices,inurl:/controlmenu.htm 

Network or Vulnerability Data,intitle:"jaeger UI" inurl:trace 

Files Containing Juicy Info,intext:"private_key=" site:pastebin.com 

Web Server Detection,intitle:"nPerfServer" 

Pages Containing Login Portals," Stanford CoreNLP " "Visualisation provided using the brat visualisation" 

Sensitive Directories,intitle: "Index of" inurl:fileadmin 

Pages Containing Login Portals,site:".om" intitle:"login" 

Pages Containing Login Portals,inurl:employee-login.html 

Web Server Detection,intitle:"STEP by STIBO Systems" "Launch STEPworkbench" "Web UI Component Report" 

Various Online Devices,intitle:"ACEmanager" "ALEOS Version" 

Pages Containing Login Portals,intitle:"Login - splunk" 

Various Online Devices,"Datamanager" "Devices" "Reports" "Alarm" "Log" "Service" "Gp Run-On" 

Pages Containing Login Portals,intitle:"admin login" site:.org 

Pages Containing Login Portals,intitle:"oracle login" site:.gov 

Pages Containing Login Portals,intitle:"admin login" site:.net 

Various Online Devices,intitle:"yawcam" "It's a webcam!" "user" "pass" 

Pages Containing Login Portals,intitle:"D-link" intext:"SharePort Web Access" "Hardware Version" "Firmware Version" 

Various Online Devices,intitle:"Device(Foscam)" "Real-time IP Camera Monitoring System" 

Pages Containing Login Portals,site:pastebin.com intext:"password" | intitle:"password" 

Various Online Devices,intitle:"JUNG KNX Smart-Panel" "JUNG Single Regular" 

Pages Containing Login Portals,Pages Containing Login Portals 

Various Online Devices,intitle:"Bose SoundTouch Wi-Fi Music System Setup" inurl:"/setup/index.asp" 

Pages Containing Login Portals,intitle:"login" "Clare Controls LLC" 

Various Online Devices,intext:"This page displays the general system information of the print server." 

Files Containing Juicy Info,allintext:adhaar filetype:xlsx 

Pages Containing Login Portals,intitle:"Zimbra Web Client Sign In" "Synacor" 

Various Online Devices,"Language" "SIM NUM" "DEV NUM" intitle:"mdvr" 

Pages Containing Login Portals,site:.com inurl:("administrator/login.php" OR "admin/login.php") 

Pages Containing Login Portals,intitle:"faculty login" 

Pages Containing Login Portals,inurl:destination=portals 

Pages Containing Login Portals,inurl:("admin/password.php") +site:.com 

Pages Containing Login Portals,"Username" "Password" "This system is for authorized use only." intitle:"Gaia" 

Pages Containing Login Portals,intitle:"TestRail" inurl:"/index.php?/auth/login/" 

Vulnerable Files,intitle:"index of" "schema.sql" 

Pages Containing Login Portals,intitle:"admin login" site:.gov 

Various Online Devices,intitle:"SoundTouch Access Point Setup" 

Vulnerable Files,"index of /" intext:wp-config "zip" 

Pages Containing Login Portals,cms inurl:login site:"gov.ae" 

Web Server Detection,inurl: /ftp intitle:"office" 

Pages Containing Login Portals,"Welcome to Polycom Web Configuration Utility" "Login as" "Password" 

Files Containing Passwords,filetype:log username admin 

Pages Containing Login Portals,inurl:login_fail.asp 

Pages Containing Login Portals,site:wiki.*.com inurl:login.action 

Pages Containing Login Portals,intitle:"MedDream" "Softneta" -.com 

Various Online Devices,intitle:"Login" intext:"PLANET Technology Corporation. All rights reserved." 

Pages Containing Login Portals,intext:"Admin Login" inurl:"/login.aspx" 

Various Online Devices,"Router Name" "Router Model" "LAN MAC" "WAN MAC" 

Pages Containing Login Portals,intitle:"admin panel" OR intitle:"request password" intext:"email address" 

Various Online Devices,intitle:"D-LINK CORPORATION, INC" intext:"D-Link Corporation, Inc." -dlink.ca 

Pages Containing Login Portals,intitle:"F" intext:"ZTE Corporation. All rightsreserved." 

Pages Containing Login Portals,intitle:"faculty login" 

Pages Containing Login Portals,intitle:"Gitea" "This website works better with JavaScript" "sign in" " Home" "Explore"-.com 

Pages Containing Login Portals,inurl:login intext:"Powered by Plone & Python" -plone.org 

Pages Containing Login Portals,intitle:"MultiView" "MultiView Events" "MOBOTIX" 

Pages Containing Login Portals,intitle:"admin login" site:.gov 

Pages Containing Login Portals,inurl /admin/login intitle panel admin site:"*.in" 

Pages Containing Login Portals,inurl:"/bitrix/admin/" intitle:"Autorisation" 

Pages Containing Login Portals,inurl:("administrator/login.aspx" OR "admin/login.aspx") +site:.com 

Pages Containing Login Portals,cms +inurl:login +site:"gov.in" 

Pages Containing Login Portals,/inurl:upload site:doxbin.org ~password 

Files Containing Juicy Info,filetype:xlsx intext:"gmail.com" OR "hotmail.com" site:gov 

Pages Containing Login Portals,intext:"Atlassian Jira Project Management Software" Jira login 

Pages Containing Login Portals,intitle:"WATTrouter" "SYSTEM WEB INTERFACE" 

Vulnerable Servers,intitle:"Icecast Streaming Media Server" "Icecast Status" -.com 

Pages Containing Login Portals,intext:"Welcome to ZXHN HA" 

Pages Containing Login Portals,site:".ae" intitle:"admin login" 

Pages Containing Login Portals,"Desktop" "Simple" "Responsive" intitle:"Controllr" 

Pages Containing Login Portals,site:".au" intitle:"admin login" 

Pages Containing Login Portals,intitle:"fdt" intext:"Remember me" "Username" 

Pages Containing Login Portals,site:".uk" intitle:"admin login" 

Pages Containing Login Portals,Inurl:login.rsp "User name" 

Various Online Devices,intitle:"Welcome-netis Wireless" 

Pages Containing Login Portals,intitle:"TD-W" intext:"Model No. TD-W" -tp-link.com 

Pages Containing Login Portals,intitle:"IP CAMERA" "User Login" "User Name" "Password" "Preview Stream" 

Pages Containing Login Portals,site:*/admin.php inurl:files 

Pages Containing Login Portals,intitle:"Router Access" inurl:Router_Login.asp 
